State,NameOfFirm,URL,PrimaryContact,Address,Phone,ListOfStaff,Website,Specialities
Wisconsin,"B. Bohmann Plumbing, Inc.",https://remodelingdoneright.nari.org/remodelers/109855/Details/,Brian Bohmann,"Milwaukee, WI",(414)645-1444,Brian Bohmann,http://www.bohmannplumbing.com/,Plumbing Contractor;Remodeling Contractor;Contractor;Heating Air Conditioning Contractor;Handyman Services
Wisconsin,"Badger Contracting, LLC",https://remodelingdoneright.nari.org/remodelers/12690008/Details/,Jason Johnson,"Germantown, WI",(262) 415-5640,Jason Johnson,,Roofing
Wisconsin,Badger Fence,https://remodelingdoneright.nari.org/remodelers/84420/Details/,Tom Robinette,"Milwaukee, WI",(414)466-7510,Tom Robinette,http://www.badgerfence.com/,Contractor;Remodeling Contractor;Specialty Contractor
Wisconsin,"Badger Granite, LLC",https://remodelingdoneright.nari.org/remodelers/12598930/Details/,Victor Ergul,"Oak Creek, WI",414-766-9500,Victor Ergul,http://www.badgergranite.com/,Countertop Installers;Remodeling Contractor;Contractor
Wisconsin,"Badger GraniteWerks, Inc.",https://remodelingdoneright.nari.org/remodelers/12622073/Details/,Luke Drury,"Verona, WI",608.848.9600,Luke Drury,http://www.badgergranitewerksinc.com/,Contractor;Kitchens/Baths;Countertop Installers;Countertops
Wisconsin,"Badger Railing, Inc.",https://remodelingdoneright.nari.org/remodelers/12623972/Details/,Tom Mulhaney,"Milwaukee, WI",414-672-6090,Tom Mulhaney,http://www.badgerrailing.com/,Specialty Contractor
Wisconsin,"Bassett Concrete & Construction, LLC",https://remodelingdoneright.nari.org/remodelers/12690010/Details/,David Bassett,"Delavan, WI",(262) 903-8593,David Bassett,http://www.bassettconcrete.com/,Concrete Services
Wisconsin,Baugnet Design Studio,https://remodelingdoneright.nari.org/remodelers/12671468/Details/,John Baugnet,"Brookfield, WI",414-852-3189,John Baugnet,,Design/Build
Wisconsin,BCI Exteriors,https://remodelingdoneright.nari.org/remodelers/82407/Details/,Larry Stern,"Menomonee Falls, WI",(262)703-9700,Larry Stern,http://www.bciexteriors.com/,Insulation Contractor;Gutters;Roofing Contractor;Windows/Doors;Siding Contractor;Contractor
Wisconsin,Bedrock Granite,https://remodelingdoneright.nari.org/remodelers/12604319/Details/,Mark Hoffmann,"Slinger, WI",262-670-1001,Mark Hoffmann,http://www.bedrockgranit.net/,Countertops;Countertop Installers;Contractor;Remodeling Contractor;Marble & Stone
Wisconsin,"Best Electric Service, Inc.",https://remodelingdoneright.nari.org/remodelers/96621/Details/,Nate Janczak,"Milwaukee, WI",(414)727-8770,Nate Janczak,http://www.bestelect.com/,Residential & Commercial Remodel;Remodeling Contractor;Contractor;Electrical Services
Wisconsin,"BILD-Bridgeway Independent Living Designs, LLC",https://remodelingdoneright.nari.org/remodelers/12670377/Details/,Rob Horkheimer,"Milwaukee, WI",262-671-2032,Rob Horkheimer,http://www.bildnow.com/,Specialty Contractor;Universal Design Remodeler
Wisconsin,"Blue Hot Design, LLC",https://remodelingdoneright.nari.org/remodelers/12571743/Details/,Marianne Kohlmann,"Glendale, WI",(262)993-2350,Marianne Kohlmann,http://www.houzz.com/pro/bluehotdesigner/blue-hot-design,Interior Design
Wisconsin,"Bluemel's Maintenance Service, Inc.",https://remodelingdoneright.nari.org/remodelers/12587531/Details/,Michael Bluemel,"Greenfield, WI",414-282-4220,Michael Bluemel,http://bluemels.com/,Specialty Contractor;Landscapers;Pools
Wisconsin,"Boley Tree & Landscape Care, Inc.",https://remodelingdoneright.nari.org/remodelers/12610092/Details/,Joshua Boley,"Middleton, WI",608-831-5638,Joshua Boley,http://www.boleytlc.com/,Landscapers;Contractor
Wisconsin,BR Custom Woodcraft,https://remodelingdoneright.nari.org/remodelers/12668598/Details/,Brian Runde,"Wales, WI",262-968-9663,Brian Runde,http://www.brwoodcraft.com/,Furniture;Specialty Contractor;Cabinets;Millwork
Wisconsin,"Breckenridge Landscape Design, Construction & Maintenance, LLC",https://remodelingdoneright.nari.org/remodelers/12597568/Details/,Eric Weishaar,"New Berlin, WI",262-364-1719,Eric Weishaar,http://www.breckenridgelandscape.com/,Landscapers;Contractor;Remodeling Contractor
Wisconsin,Buckley Tree Service,https://remodelingdoneright.nari.org/remodelers/12539508/Details/,Bob Gansemer,"New Berlin, WI",(262)547-4732,Bob Gansemer,http://www.buckleytree.com/,Remodeling Contractor;Contractor;Specialty Contractor
Wisconsin,Burkhardt Heating & A/C,https://remodelingdoneright.nari.org/remodelers/12290061/Details/,Doug Erdmann,"Milwaukee, WI",(414)355-5520,Doug Erdmann,http://www.burkhardtheating.com/,Contractor;Residential & Commercial Remodel;Air Duct Cleaning;Heating Air Conditioning Contractor;Remodeling Contractor
Wisconsin,"Cabinet Masters, Inc",https://remodelingdoneright.nari.org/remodelers/90697/Details/,Katherine Merical,"Madison, WI",(608)276-8488,Katherine Merical,http://www.lifekitchens.com/,Contractor;Countertop Installers;Remodeling Contractor;Cabinet Installer;Cabinets - Refacing
Wisconsin,Caliber Custom Cabinetry,https://remodelingdoneright.nari.org/remodelers/12609064/Details/,Andy Holtzen,"Brooklyn, WI",608-228-1410,Andy Holtzen,http://www.calibercabinets.com/,Cabinet Installer;Cabinets;Contractor;Remodeling Contractor;Cabinets - Refacing
Wisconsin,"Capital Heating & Cooling, LLC",https://remodelingdoneright.nari.org/remodelers/12616913/Details/,Laura Fox,"Menomonee Falls, WI",414-384-4822,Laura Fox,http://www.capitalhvac.com/,Residential & Commercial Remodel;Contractor;Heating Air Conditioning Contractor;Remodeling Contractor
Wisconsin,Capital Stone,https://remodelingdoneright.nari.org/remodelers/12688404/Details/,Molly Osman,"Madison, WI",608-210-3180,Molly Osman,http://capitalstone.biz/,Bath;Kitchen;Countertops
Wisconsin,"Carl's Plumbing Services, Inc.",https://remodelingdoneright.nari.org/remodelers/12543132/Details/,Brian Czerworka,"Milwaukee, WI",(414)778-1234,Brian Czerworka,http://www.carlsplumbing.com/,Residential & Commercial Remodel;Plumbing Contractor;Contractor;Remodeling Contractor;Kitchens/Baths
Wisconsin,CertaPro Painters,https://remodelingdoneright.nari.org/remodelers/12542480/Details/,Christopher Mehring,"Waukesha, WI",262-574-1555,Christopher Mehring,http://waukesha-county.certapro.com/,Painting;Remodeling Contractor;Contractor
Wisconsin,Champion Window & Enclosure Co.,https://remodelingdoneright.nari.org/remodelers/12289628/Details/,Mark Perry,"New Berlin, WI",(414)616-8922,Mark Perry,http://www.championfactorydirect.com/,Roofing Contractor;Windows/Doors;Siding Contractor;Sunrooms;Remodeling Contractor;Contractor
Wisconsin,"Chimney Concepts, LLC",https://remodelingdoneright.nari.org/remodelers/12537186/Details/,Emily Berg,"Cedarburg, WI",(262)377-5811,Emily Berg,http://www.chimneyconcepts.com/,Specialty Contractor;Remodeling Contractor;Contractor;Restoration;Fireplaces/Chimneys
Wisconsin,"Chimney Doctors, LLC",https://remodelingdoneright.nari.org/remodelers/82576/Details/,Steve Pasqueno,"Milwaukee, WI",(414)463-8984,Steve Pasqueno,http://www.chimneydoctors.com/,Fireplaces/Chimneys
Wisconsin,"Clear Flo Plumbing, LLC",https://remodelingdoneright.nari.org/remodelers/12686962/Details/,Bryan Marynik,"Elm Grove, WI",414-303-1330,Bryan Marynik,,Plumbing Contractor;Plumbing
Wisconsin,Closets By Techline,https://remodelingdoneright.nari.org/remodelers/105892/Details/,Sara Falci,"Middleton, WI",(608)238-6862,Sara Falci,http://www.closetsbytechline.com/,Contractor;Remodeling Contractor;Closet Design & Install
Wisconsin,"Colorful Concrete Solutions, LLC",https://remodelingdoneright.nari.org/remodelers/12608768/Details/,Jason Pritchard,"Waukesha, WI",(262)331-8283,Jason Pritchard,http://www.colorfulconcretesolutions.com/,Remodeling Contractor;Design/Build;Contractor;Concrete Services
Wisconsin,"Colorwheel Painting, LLC",https://remodelingdoneright.nari.org/remodelers/12619383/Details/,Mike Madson,"Milwaukee, WI",414-708-6324,Mike Madson,http://www.remodelandpaint.com/,Contractor;Painting
Wisconsin,"Consolidated Doors, Inc.",https://remodelingdoneright.nari.org/remodelers/12281876/Details/,Alan Nau,"Milwaukee, WI",(414)453-8448,Alan Nau,http://www.consolidateddoors.com/,Contractor;Remodeling Contractor;Specialty Contractor;Residential & Commercial Remodel;Garage Doors
Wisconsin,CRC Concrete Raising Corporation,https://remodelingdoneright.nari.org/remodelers/12541661/Details/,Diane Lirette,"New Berlin, WI",(608)242-8900,Diane Lirette,http://www.concreteraisingwi.com/,Restoration;Contractor;Concrete Services;Remodeling Contractor
Wisconsin,CRC Concrete Raising Corporation,https://remodelingdoneright.nari.org/remodelers/82624/Details/,Diana Lirette,"New Berlin, WI",262-827-5000,Diana Lirette,http://www.crc1.com/,Specialty Contractor;Contractor;Waterproofing;Mudjacking
Wisconsin,"Createscape Landscaping Service, Inc.",https://remodelingdoneright.nari.org/remodelers/12537951/Details/,Missy Reinholtz,"Mukwonago, WI",(262)662-0201,Missy Reinholtz,http://www.createscapelandscaping.com/,Design/Build;Lighting Contractor;Landscapers;Remodeling Contractor;Decks & Patios;Contractor
Wisconsin,"Creative Cabinets, Inc.",https://remodelingdoneright.nari.org/remodelers/82667/Details/,Scott Hamilton,"Butler, WI",(262)781-2366,Scott Hamilton,http://www.sandkcreativecabinets.com/,Countertop Installers;Kitchens/Baths;Cabinets - Refacing;Remodeling Contractor;Cabinet Installer;Contractor
Wisconsin,CTW Flooring Inc.,https://remodelingdoneright.nari.org/remodelers/12614422/Details/,Joseph Burkland,"Mc Farland, WI",(608) 222-5071,Joseph Burkland,http://www.ctwflooring.com/,Countertops;Cabinets;Flooring
Wisconsin,"Culver's Painting, LLC",https://remodelingdoneright.nari.org/remodelers/12620678/Details/,Josh Culver,"Hartland, WI",262-894-7295,Josh Culver,http://www.culverspainting.com/,Painting;Contractor
Wisconsin,Current Electric Company,https://remodelingdoneright.nari.org/remodelers/12610314/Details/,Sarah Jenkins,"Wauwatosa, WI",262-786-5885,Sarah Jenkins,http://www.callcurrent.com/,Residential & Commercial Remodel;Lighting Contractor;Remodeling Contractor;Home Theater;Electrical Services;Business Services/Consulting
Wisconsin,"Custom Restoration, Inc.",https://remodelingdoneright.nari.org/remodelers/12530945/Details/,Scott Krznarich,"Sussex, WI",(262)820-3030,Scott Krznarich,http://totalmasonryrepair.com/,Masonry Contractor;Contractor;Fireplaces/Chimneys;Remodeling Contractor;Residential & Commercial Remodel;Brick/Stone;Restoration
Wisconsin,"D. M. C. Electric, Inc.",https://remodelingdoneright.nari.org/remodelers/12281878/Details/,Michael Metzelfeld,"Greendale, WI",(414)422-0767,Michael Metzelfeld,,Remodeling Contractor;Electrical Services;Lighting Contractor;Contractor
Wisconsin,Dallman Plumbing,https://remodelingdoneright.nari.org/remodelers/12631405/Details/,Mike Dallman CRS,"Middleton, WI",608-841-1264,Mike Dallman CRS,http://www.dallmanplumbing.com/,Contractor;Plumbing Contractor;Plumbing
Wisconsin,"Dave Droegkamp Heating, A/C & Sheet Metal, Inc.",https://remodelingdoneright.nari.org/remodelers/12570385/Details/,Scott Droegkamp,"Hartland, WI",262-367-2820,Scott Droegkamp,http://www.davedroegkamp.com/,Heating Air Conditioning Contractor;Remodeling Contractor;Contractor
Wisconsin,"David J. Frank Landscape Contracting, Inc.",https://remodelingdoneright.nari.org/remodelers/12525516/Details/,Daniel Klemencic,"Germantown, WI",(262)255-4888,Daniel Klemencic,http://www.davidjfrank.com/,Landscapers;Contractor;Remodeling Contractor
Wisconsin,"Deconstruction, Inc.",https://remodelingdoneright.nari.org/remodelers/12632169/Details/,Mark Raszewski,"Madison, WI",608-960-0110,Mark Raszewski,http://www.dcisalvage.com/,Recycling;Retail;Restoration
Wisconsin,Denise Quade Design,https://remodelingdoneright.nari.org/remodelers/12608654/Details/,Denise Quade,"Fitchburg, WI",(608)663-9100,Denise Quade,http://www.denisequade.com/,Design Firm;Interior Design;Kitchens/Baths
Wisconsin,"Design Electric of Madison, Inc.",https://remodelingdoneright.nari.org/remodelers/12605988/Details/,Travis Larson,"Monona, WI",608-221-3563,Travis Larson,http://www.designelectricmadison.com/,Contractor;Electrical Services;Remodeling Contractor
Wisconsin,"Doc’s Plumbing Service, LLC",https://remodelingdoneright.nari.org/remodelers/12584804/Details/,Timothy Otters,"Mayville, WI",920-387-9513,Timothy Otters,http://www.plumbdoc-online.com/,Plumbing Contractor;Residential & Commercial Remodel;Kitchens/Baths;Plumbing;Bath;Water Purification;Remodeling Contractor;Contractor
Wisconsin,Donovan Mirror & Glass,https://remodelingdoneright.nari.org/remodelers/84197/Details/,Scott Funk,"Brookfield, WI",(262)785-1234,Scott Funk,http://www.dmgglass.com/,Specialty Contractor;Remodeling Contractor;Bath;Windows/Doors;Contractor
Wisconsin,"Dowdle Drywall, Inc.",https://remodelingdoneright.nari.org/remodelers/12288747/Details/,Curt Dowdle,"Eagle, WI",(262)594-5600,Curt Dowdle,http://www.dowdledrywall.com/,Painting;Contractor;Remodeling Contractor;Drywall;Insulation Contractor
Wisconsin,Driftmier Design LLC,https://remodelingdoneright.nari.org/remodelers/12593373/Details/,Cathy Driftmier,"Verona, WI",608-338-5645,Cathy Driftmier,http://www.driftmierdesign.com/,Design Firm;Interior Design;Closet Design & Install;Lighting;Kitchens/Baths
Wisconsin,Duerst Insulation Technicians,https://remodelingdoneright.nari.org/remodelers/12593485/Details/,Lee Duerst,"Dane, WI",608-850-3773,Lee Duerst,http://www.insulationtechnicians.com/,Residential & Commercial Remodel;Remodeling Contractor;Contractor;Insulation Contractor
Wisconsin,East Shore Painting,https://remodelingdoneright.nari.org/remodelers/12528448/Details/,Gregory Luettgen,"Wauwatosa, WI",414-771-6023,Gregory Luettgen,http://www.eastshorepainting.com/,Contractor;Specialty Contractor;Painting;Drywall;Remodeling Contractor
Wisconsin,"Electric Services of WI, LLC",https://remodelingdoneright.nari.org/remodelers/12551186/Details/,Tammy Evaska,"Greenfield, WI",(414)282-6682,Tammy Evaska,http://www.electricserviceswi.com/html/residential.html,Kitchens/Baths;Lighting Contractor;Restoration;Remodeling Contractor;Home Theater;Contractor;Electrical Services
Wisconsin,"Elite Exteriors, LLC",https://remodelingdoneright.nari.org/remodelers/12673431/Details/,David Watry,"New Berlin, WI",262-641-5760,David Watry,http://www.eliteexteriorswi.com/,Universal Design Remodeler
Wisconsin,"Empire Painting, LLC",https://remodelingdoneright.nari.org/remodelers/12668582/Details/,Daniel Brooks,"Delafield, WI",262-271-7524,Daniel Brooks,http://www.empirepaintingwi.com/,Specialty Contractor;Painting
Wisconsin,EverDry Waterproofing,https://remodelingdoneright.nari.org/remodelers/96696/Details/,Matthew Flynn,"Waukesha, WI",262-650-1006,Matthew Flynn,http://www.everdrywisconsin.com/,Remodeling Contractor;Contractor;Foundations;Waterproofing;Mold
Wisconsin,"Exterior Pros, LLC",https://remodelingdoneright.nari.org/remodelers/12619381/Details/,Micah Anderson,"Sussex, WI",(262)456-3530,Micah Anderson,http://www.extpros.com/,Siding Contractor;Gutters;Remodeling Contractor;Roofing Contractor;Contractor
Wisconsin,Exterior Renovations,https://remodelingdoneright.nari.org/remodelers/12615590/Details/,Nicholas Weisensel,"Middleton, WI",(608) 577-3086,Nicholas Weisensel,http://www.exteriorrenovations.com/,Siding;Roofing;Contractor;Windows/Doors
Wisconsin,"Exteriors Unlimited Landscape Contractors, Inc.",https://remodelingdoneright.nari.org/remodelers/12289841/Details/,Michael McConnohie,"Mequon, WI",(262)242-4884,Michael McConnohie,http://www.exteriors-unlimited.com/,Remodeling Contractor;Landscapers;Deck Contractor;Outdoor Living/Kitchens;Lighting Contractor;Paving;Design/Build;Contractor
Wisconsin,"Extreme Exteriors, Inc.",https://remodelingdoneright.nari.org/remodelers/12565736/Details/,Gregory Peterson,"Big Bend, WI",262-662-9936,Gregory Peterson,http://www.extremeexteriors.com/,Basement Remodeling;Specialty Contractor;Deck Contractor;Additions;Kitchens/Baths;Remodeling Contractor;Windows/Doors;Contractor;Landscapers
Wisconsin,Fig Interiors,https://remodelingdoneright.nari.org/remodelers/12669013/Details/,Shannon Figaro,"Fitchburg, WI",608-630-5373,Shannon Figaro,http://www.fig-interiors.com/,Interior Design;Specialty Contractor
Wisconsin,"First Choice Drywall, Inc.",https://remodelingdoneright.nari.org/remodelers/12583100/Details/,Dave Marty,"Waunakee, WI",608-849-3018,Dave Marty,http://www.firstchoice4drywall.com/,Painting;Contractor;Residential & Commercial Remodel;Drywall;Remodeling Contractor
Wisconsin,Floor Coverings International,https://remodelingdoneright.nari.org/remodelers/12604309/Details/,Matthew Werner,"Waukesha, WI",262-527-8910,Matthew Werner,http://waukesha.floorcoveringsinternational.com/,Remodeling Contractor;Contractor;Flooring Contractor;Residential & Commercial Remodel;Green Remodeler
Wisconsin,Floor Coverings International,https://remodelingdoneright.nari.org/remodelers/12613445/Details/,Hubert Durst,"Madison, WI",(608)729-5388,Hubert Durst,http://www.madison.floorcoveringsinternational.com/,Flooring;Brick/Stone;Tile
Wisconsin,Floor Shield,https://remodelingdoneright.nari.org/remodelers/12541397/Details/,Ken Rebholz,"New Berlin, WI",(262)993-0064,Ken Rebholz,http://www.myfloor-shield.com/,Remodeling Contractor;Flooring Contractor;Contractor
Wisconsin,Floor360,https://remodelingdoneright.nari.org/remodelers/12690483/Details/,Ryan Koechel,"Butler, WI",(262) 646-7811,Ryan Koechel,http://www.floor360.com/,Flooring
Wisconsin,Floor360,https://remodelingdoneright.nari.org/remodelers/12526979/Details/,Jen Fickling,"Fitchburg, WI",(608) 204-7533,Jen Fickling,http://www.floor360.com/,Contractor
Wisconsin,"Foam Tech Insulation of Wisconsin, LLC",https://remodelingdoneright.nari.org/remodelers/12537423/Details/,Dale Alme,"Stoughton, WI",(608) 873-6188,Dale Alme,http://www.foamtechwisconsin.com/,Insulation Contractor;Contractor;Remodeling Contractor
Wisconsin,"Four Lite Window & Door, LLC",https://remodelingdoneright.nari.org/remodelers/12606532/Details/,Tony Bark,"Hales Corners, WI",414-462-4444,Tony Bark,http://www.4litewindow.com/,Remodeling Contractor;Contractor;Siding Contractor;Windows/Doors;Roofing Contractor
Wisconsin,Frank-Dale Exteriors,https://remodelingdoneright.nari.org/remodelers/12632200/Details/,Andrew Berling,"Sussex, WI",414-425-5796,Andrew Berling,http://www.fdroofandchimney.com/,Insulation;Fireplaces/Chimneys;Roofing;Siding;Gutters;Contractor
Wisconsin,"G Chada Design Studio, LLC",https://remodelingdoneright.nari.org/remodelers/12618930/Details/,Gary Chuda,"Waukesha, WI",262-232-8546,Gary Chuda,http://www.gchada.net/,Architectural Design;Design Firm
Wisconsin,"Ganshert Nursery & Landscapes, LLC",https://remodelingdoneright.nari.org/remodelers/121181/Details/,Paul Ganshert,"Fitchburg, WI",(608)274-2443,Paul Ganshert,http://www.ganshert.com/,Landscapers;Contractor;Deck Contractor;Remodeling Contractor
Wisconsin,Granite & Marble by Design,https://remodelingdoneright.nari.org/remodelers/12616915/Details/,Tariq Shamali,"Franklin, WI",414-764-3000,Tariq Shamali,http://www.granite94.com/,Remodeling Contractor;Contractor;Countertop Installers;Marble & Stone;Countertops
Wisconsin,Great Lakes Pool & Spa,https://remodelingdoneright.nari.org/remodelers/121051/Details/,Randy Finco,"Cedarburg, WI",414-349-2894,Randy Finco,http://www.greatlakespoolandspa.com/,Contractor;Pools;Remodeling Contractor
Wisconsin,"Gross Heating, Inc.",https://remodelingdoneright.nari.org/remodelers/89995/Details/,Joe Mechenich,"Brookfield, WI",(262)783-6000,Joe Mechenich,http://www.grossheating.com/,Contractor;Heating Air Conditioning Contractor;Residential & Commercial Remodel;Remodeling Contractor
Wisconsin,"Ground Affects Landscaping, Inc.",https://remodelingdoneright.nari.org/remodelers/12571338/Details/,Tom Ball,"Sullivan, WI",262-593-8400,Tom Ball,http://www.groundaffectslandscaping.com/,Design/Build;Landscapers;Outdoor Living/Kitchens;Remodeling Contractor;Contractor;Lighting Contractor;Specialty Contractor
Wisconsin,Harker Heating & Air Conditioning,https://remodelingdoneright.nari.org/remodelers/12570333/Details/,Jason Phillips,"Madison, WI",608-255-6902,Jason Phillips,http://www.harkerheating.com/,Heating Air Conditioning Contractor
Wisconsin,"Hartlaub Plumbing, Inc.",https://remodelingdoneright.nari.org/remodelers/12528454/Details/,Debbie Ann Hartlaub,"New Berlin, WI",(262)436-0784,Debbie Ann Hartlaub,http://www.hartlaubplumbing.com/,Plumbing Contractor;Contractor;Electrical Services;Heating Air Conditioning Contractor;Remodeling Contractor
Wisconsin,"Hawks Landscape, A Division of the Hawks Nursery Co",https://remodelingdoneright.nari.org/remodelers/12570956/Details/,Gary Urban,"Wauwatosa, WI",(414)258-5525,Gary Urban,http://www.hawksnursery.com/,Contractor;Decks & Patios;Fireplaces/Chimneys;Outdoor Living/Kitchens;Remodeling Contractor;Residential & Commercial Remodel;Landscapers
Wisconsin,"Hellenbrand Glass, LLC",https://remodelingdoneright.nari.org/remodelers/12284587/Details/,Kent Rosenthal,"Waunakee, WI",(608)849-8675,Kent Rosenthal,http://www.hellenbrandglass.com/,Restoration;Remodeling Contractor;Specialty Contractor;Residential & Commercial Remodel;Siding Contractor;Contractor;Windows/Doors
Wisconsin,High Point Masonry,https://remodelingdoneright.nari.org/remodelers/12693853/Details/,Eric Erickson,"Cottage Grove, WI",608-577-6664,Eric Erickson,http://www.highpointmasonry.com/,Masonry Contractor;Contractor
Wisconsin,"Hill & Valley Landscaping, LLC",https://remodelingdoneright.nari.org/remodelers/12619738/Details/,Kevin Sannes,"Franklin, WI",414-423-8873,Kevin Sannes,http://www.hillandvalleylandscaping.com/,Landscapers;Contractor
Wisconsin,"HJ Martin & Son, Inc.",https://remodelingdoneright.nari.org/remodelers/12646766/Details/,Bob Gmeiner,"Green Bay, WI",920-494-3461,Bob Gmeiner,http://www.hjmartin.com/,Tile Contractor;Flooring Contractor;Flooring;Tile;Contractor
Wisconsin,Home Shield Coating of WI,https://remodelingdoneright.nari.org/remodelers/12671486/Details/,Mike Diaz,"Elm Grove, WI",414-269-5740,Mike Diaz,http://www.homeshieldcoating.com/,Windows/Doors
Wisconsin,"Homesealed Exteriors, LLC",https://remodelingdoneright.nari.org/remodelers/12584794/Details/,Brandon Erdmann,"New Berlin, WI",262-784-4460,Brandon Erdmann,http://www.homesealed.com/,Remodeling Contractor;Contractor;Gutters;Windows/Doors;Siding Contractor;Deck Contractor;Insulation Contractor;Roofing Contractor
Wisconsin,HomeTowne Windows and Doors,https://remodelingdoneright.nari.org/remodelers/12575388/Details/,Robert Dietz,"New Berlin, WI",414-329-1200,Robert Dietz,http://www.hometownewindows.com/,Contractor;Siding Contractor;Deck Contractor;Remodeling Contractor;Windows/Doors
Wisconsin,Hoppe Tree Service,https://remodelingdoneright.nari.org/remodelers/12598059/Details/,Tyler Woller,"Milwaukee, WI",414-257-2111,Tyler Woller,http://www.hoppetreeservice.com/,Specialty Contractor;Contractor
Wisconsin,Horizon Electric Company,https://remodelingdoneright.nari.org/remodelers/12289910/Details/,Debra Gonyo,"Milwaukee, WI",(414)604-9200,Debra Gonyo,http://www.truststartshere.com/horizonelectric,Heating Air Conditioning Contractor;Residential & Commercial Remodel;Electrical Services;Remodeling Contractor;Contractor
Wisconsin,Horner Plumbing Company,https://remodelingdoneright.nari.org/remodelers/12602257/Details/,Chris Horner,"Pewaukee, WI",262-695-7120,Chris Horner,http://www.hornerplumbing.com/,Contractor;Design/Build;Residential & Commercial Remodel;Plumbing Contractor;Remodeling Contractor
Wisconsin,"Hucke Drywall, Inc.",https://remodelingdoneright.nari.org/remodelers/12600138/Details/,Dan Hucke,"Hartland, WI",262-367-4944,Dan Hucke,http://www.huckedrywall.com/,Remodeling Contractor;Drywall;Contractor
Wisconsin,Ihn Plumbing and Foundation Repair,https://remodelingdoneright.nari.org/remodelers/12604401/Details/,Jim Ihn,"Pewaukee, WI",262-691-0402,Jim Ihn,http://www.ihncompany.com/,Contractor;Restoration;Waterproofing;Remodeling Contractor;Foundations;Plumbing Contractor
Wisconsin,Imagine Building and Design,https://remodelingdoneright.nari.org/remodelers/12689849/Details/,Kari McNamara,"Waukesha, WI",262-408-5948,Kari McNamara,http://www.imagine-building.com/,Remodeling Contractor;Design/Build
Wisconsin,"Infinity Exteriors, LLC",https://remodelingdoneright.nari.org/remodelers/12552646/Details/,Breanna Wendorf,"New Berlin, WI",(262)650-5040,Breanna Wendorf,http://www.infinityroofing.com/,Contractor;Siding & Windows;Roofing Contractor
Wisconsin,"Insulation Specialists, Inc.",https://remodelingdoneright.nari.org/remodelers/12283726/Details/,James Maas,"Butler, WI",(262)781-1971,James Maas,http://www.myinsulationspecialists.com/,Contractor;Remodeling Contractor;Residential & Commercial Remodel;Insulation Contractor
Wisconsin,"Integrity Roofing, LLC",https://remodelingdoneright.nari.org/remodelers/12531325/Details/,Chris Stonebridge,"Menomonee Falls, WI",(262)251-0740,Chris Stonebridge,http://www.integrityroofingwi.com/,Roofing Contractor;Fireplaces/Chimneys;Gutters;Remodeling Contractor;Siding Contractor;Masonry Contractor;Contractor;Windows/Doors
Wisconsin,"Interstate Heating Co., Inc.",https://remodelingdoneright.nari.org/remodelers/117798/Details/,Tom Terry,"Sussex, WI",(262)246-4772,Tom Terry,http://www.interstateheating.com/,Contractor;Remodeling Contractor;Heating Air Conditioning Contractor
Wisconsin,"Inter-State Roofing Service, Inc.",https://remodelingdoneright.nari.org/remodelers/12283545/Details/,Pete Radakovich,"Milwaukee, WI",(414)454-0455,Pete Radakovich,http://www.truststartshere.com/interstateroofing,Roofing Contractor;Siding Contractor;Contractor;Insulation Contractor;Gutters;Remodeling Contractor
Wisconsin,"J.R. Plumbing, LLC",https://remodelingdoneright.nari.org/remodelers/12693876/Details/,Steve Rudesill,"New Berlin, WI",(262)432-4444,Steve Rudesill,http://www.jrplumbinginc.com/,Plumbing
Wisconsin,JB Custom Drywall,https://remodelingdoneright.nari.org/remodelers/12628356/Details/,Jon Brown,"Waukesha, WI",262-617-0637,Jon Brown,http://www.jbcustomdrywall.com/,Drywall;Contractor
Wisconsin,"Jewell Investment Properties, LLC, dba Jewell Staging & Design",https://remodelingdoneright.nari.org/remodelers/12610318/Details/,Norman Jewell,"Glendale, WI",(414)750-5169,Norman Jewell,,Windows/Doors;Decks & Patios;Interior Design;Contractor;Remodeling Contractor;Siding Contractor;Basement Remodeling;Painting;Kitchens/Baths
Wisconsin,"JT Feyrer Exteriors, LLC",https://remodelingdoneright.nari.org/remodelers/82664/Details/,Jeff Feyrer,"West Bend, WI",(262)677-4114,Jeff Feyrer,http://www.craftsmensiding.com/,Roofing Contractor;Contractor;Windows/Doors;Remodeling Contractor;Siding Contractor
Wisconsin,"JVS, LLC Electric",https://remodelingdoneright.nari.org/remodelers/12669470/Details/,Joe Schuller,"Milwaukee, WI",414-405-0320,Joe Schuller,,Lighting Contractor;Electrical Services;Specialty Contractor
Wisconsin,"K & B Custom Floors, LLC",https://remodelingdoneright.nari.org/remodelers/12618122/Details/,Bryan Schneeweis,"Menomonee Falls, WI",414-507-4916,Bryan Schneeweis,http://www.kbcustomfloors.com/,Contractor;Design/Build;Flooring Contractor;Remodeling Contractor;Flooring
Wisconsin,"KD Poolscapes, Ltd.",https://remodelingdoneright.nari.org/remodelers/94840/Details/,Ken DePratt,"Franksville, WI",(262)835-4353,Ken DePratt,http://www.kdpoolscapes.com/,Contractor;Landscapers;Pools;Outdoor Living/Kitchens;Remodeling Contractor;Masonry Contractor;Decks & Patios;Design/Build
Wisconsin,"Kettle Moraine Exteriors, Inc.",https://remodelingdoneright.nari.org/remodelers/12537369/Details/,Kenneth Discher,"Jackson, WI",(262)677-1734,Kenneth Discher,http://www.kmext.com/,Siding Contractor;Gutters;Remodeling Contractor;Roofing Contractor;Contractor;Windows/Doors
